,Name,up,down,train_per,train_occ,2018_per,2018_occ,2019_per,2019_occ,2020_per,2020_occ,2021_per,2021_occ,2022_per,2022_occ,test_per,test_occ
6524,lnPm,23,20,0.53,43,0.8,5,0.71,14,0.55,11,0.75,12,0.75,12,0.7037037037037037,54
6529,lnbN,26,14,0.65,40,0.75,12,0.5,6,0.5,10,0.6,15,0.65,20,0.6190476190476191,63
6531,lnbb,22,18,0.55,40,0.64,11,0.5,2,0.75,8,0.69,13,0.71,7,0.6829268292682927,41
6534,lnmN,22,18,0.55,40,0.71,7,0.67,6,0.5,8,0.57,14,0.78,9,0.6363636363636364,44
6538,lnsn,13,8,0.62,21,0.8,5,1.0,1,0.5,4,0.6,10,0.67,6,0.6538461538461539,26
6547,lsNm,16,8,0.67,24,1.0,3,1.0,1,0.5,6,0.5,4,0.5,4,0.6111111111111112,18
6570,lssN,16,10,0.62,26,0.67,3,0.75,4,0.5,2,0.8,5,0.75,4,0.7222222222222222,18
6571,lssm,15,12,0.56,27,0.75,4,0.75,4,0.6,5,1.0,2,1.0,1,0.75,16
6573,mBBP,67,58,0.54,125,0.58,31,0.73,22,0.5,26,0.64,11,0.5,6,0.59375,96
6574,mBBm,65,56,0.54,121,0.63,19,0.5,24,0.53,17,0.6,5,0.83,6,0.5774647887323944,71
6580,mBLb,13,11,0.54,24,0.67,9,0.8,5,0.5,6,0.75,4,0.5,4,0.6428571428571429,28
6584,mBMl,13,13,0.5,26,0.6,5,0.5,8,0.75,4,0.5,4,0.8,5,0.6153846153846154,26
6595,mBNn,115,108,0.52,223,0.52,46,0.57,49,0.61,38,0.57,30,0.53,34,0.5583756345177665,197
6615,mBbs,25,18,0.58,43,0.75,4,0.67,9,0.57,7,0.5,4,0.56,9,0.6060606060606061,33
6633,mBnI,21,15,0.58,36,0.5,2,0.5,4,0.5,4,0.5,2,0.5,6,0.5,18
6641,mBsn,42,36,0.54,78,0.71,14,0.63,19,0.67,6,0.67,3,0.56,9,0.6470588235294118,51
6688,mHNP,65,65,0.5,130,0.56,25,0.53,30,0.53,19,0.52,25,0.58,31,0.5461538461538461,130
6689,mHNm,57,44,0.56,101,0.68,19,0.83,18,0.55,20,0.5,8,0.71,17,0.6707317073170732,82
6692,mHPH,20,19,0.51,39,0.5,4,0.5,8,0.83,6,0.67,6,0.67,6,0.6333333333333333,30
6699,mHPl,20,15,0.57,35,0.62,8,0.5,8,0.64,11,0.5,8,0.5,12,0.5531914893617021,47
6700,mHPs,39,35,0.53,74,0.62,16,0.55,20,0.53,15,0.57,14,0.67,18,0.5903614457831325,83
6711,mHbS,27,21,0.56,48,0.6,10,0.64,11,0.86,7,0.57,7,0.57,7,0.6428571428571429,42
6715,mHbs,24,15,0.62,39,0.56,9,1.0,6,0.5,8,0.56,9,0.67,6,0.631578947368421,38
6721,mHhm,37,34,0.52,71,0.64,14,0.69,13,0.8,5,1.0,1,0.5,8,0.6585365853658537,41
6723,mHhs,25,21,0.54,46,0.86,7,0.71,7,0.86,7,0.83,6,0.5,10,0.7297297297297297,37
6727,mHlm,15,8,0.65,23,1.0,4,0.67,6,1.0,4,0.8,5,0.67,3,0.8181818181818182,22
6752,mHsn,41,27,0.6,68,0.56,18,0.52,23,0.6,5,0.5,12,0.5,8,0.5303030303030303,66
6778,mJbm,19,10,0.66,29,0.75,4,0.5,4,0.67,3,0.8,5,0.6,5,0.6666666666666666,21
6790,mJsP,14,13,0.52,27,0.75,4,0.5,4,0.67,3,0.75,4,1.0,2,0.7058823529411765,17
6794,mLBm,20,11,0.65,31,0.67,9,0.7,10,0.88,8,1.0,1,0.5,6,0.7058823529411765,34
6812,mLbm,14,12,0.54,26,0.6,5,0.67,3,0.67,3,0.5,4,0.8,5,0.65,20
6813,mLbn,15,11,0.58,26,0.55,11,0.5,6,0.5,6,0.71,7,0.75,4,0.5882352941176471,34
6838,mMMB,71,68,0.51,139,0.52,29,0.59,34,0.58,26,0.5,12,0.5,14,0.5478260869565217,115
6850,mMNt,16,15,0.52,31,0.5,2,0.57,7,0.5,4,0.67,3,0.67,3,0.5789473684210527,19
6856,mMPm,116,61,0.66,177,0.51,41,0.53,45,0.67,24,0.68,25,0.58,24,0.5786163522012578,159
6862,mMSl,14,7,0.67,21,0.67,9,0.5,2,1.0,1,0.6,5,0.54,13,0.6,30
6871,mMbb,52,33,0.61,85,0.52,25,0.5,22,0.52,25,0.7,20,0.67,18,0.5727272727272728,110
6873,mMbm,50,49,0.51,99,0.6,20,0.73,15,0.57,14,0.5,18,0.67,15,0.6097560975609756,82
6882,mMhn,72,63,0.53,135,0.62,24,0.55,22,0.52,21,0.52,23,0.57,14,0.5576923076923077,104
6902,mMnm,98,83,0.54,181,0.54,48,0.64,42,0.73,22,0.55,22,0.58,31,0.6,165
6908,mMsm,60,52,0.54,112,0.59,22,0.62,21,0.5,14,0.55,11,0.5,6,0.5675675675675675,74
6919,mNHn,22,16,0.58,38,0.71,7,0.71,7,0.5,6,0.62,8,0.5,6,0.6176470588235294,34
6928,mNMn,131,91,0.59,222,0.53,36,0.63,57,0.58,38,0.57,30,0.53,34,0.5743589743589743,195
6956,mNSs,77,73,0.51,150,0.55,20,0.56,25,0.76,17,0.52,21,0.5,14,0.5773195876288659,97
6958,mNbL,13,8,0.62,21,0.67,6,1.0,5,0.6,10,0.88,8,0.75,4,0.7575757575757576,33
6970,mNlP,33,24,0.58,57,0.57,7,0.6,5,0.6,10,0.53,15,0.55,11,0.5625,48
6978,mNmP,74,64,0.54,138,0.6,30,0.53,32,0.62,26,0.61,23,0.57,30,0.5815602836879432,141
7010,mPBb,49,45,0.52,94,0.52,27,0.59,17,0.64,25,0.5,22,0.52,21,0.5535714285714286,112
7035,mPNm,80,76,0.51,156,0.53,30,0.61,28,0.67,30,0.76,17,0.52,31,0.6029411764705882,136
7036,mPNs,57,50,0.53,107,0.62,24,0.61,23,0.53,15,0.58,24,0.67,18,0.6057692307692307,104
7047,mPPn,92,84,0.52,176,0.6,42,0.5,26,0.59,41,0.57,37,0.61,28,0.5747126436781609,174
7052,mPSP,60,51,0.54,111,0.67,24,0.57,21,0.7,23,0.59,27,0.57,30,0.616,125
7071,mPlS,17,14,0.55,31,0.5,10,0.56,9,0.71,7,0.6,10,0.62,8,0.5909090909090909,44
7072,mPlm,23,15,0.61,38,0.67,9,0.67,6,0.5,14,0.75,16,0.62,13,0.6379310344827587,58
7095,mPsm,59,38,0.61,97,0.77,22,0.5,16,0.5,12,0.78,9,0.63,19,0.6410256410256411,78
7100,mSBm,37,36,0.51,73,0.7,20,0.5,18,0.6,10,0.67,6,0.75,4,0.6206896551724138,58
7116,mSNP,53,42,0.56,95,0.62,21,0.55,20,0.65,26,0.57,14,0.59,17,0.6020408163265306,98
7131,mSSh,31,28,0.53,59,0.58,12,0.67,6,0.5,10,0.56,9,0.5,6,0.5581395348837209,43
7137,mSbm,40,22,0.65,62,0.6,15,0.6,10,0.5,8,0.8,5,0.67,3,0.6097560975609756,41
7139,mShS,38,27,0.58,65,0.64,14,0.8,5,0.5,6,0.67,6,0.57,7,0.631578947368421,38
7152,mSnS,59,59,0.5,118,0.77,13,0.62,16,0.55,20,0.5,14,0.54,13,0.5921052631578947,76
7160,mSsm,58,58,0.5,116,0.58,19,0.62,13,0.56,16,0.71,7,0.56,9,0.59375,64
7171,mbHN,25,12,0.68,37,0.5,4,0.55,11,0.67,3,0.71,7,0.55,11,0.5833333333333334,36
7184,mbLN,20,9,0.69,29,0.57,7,0.5,4,0.67,6,0.6,5,0.67,6,0.6071428571428571,28
7193,mbMn,105,77,0.58,182,0.55,40,0.55,31,0.5,26,0.52,44,0.64,36,0.5536723163841808,177
7205,mbNm,78,69,0.53,147,0.54,24,0.52,33,0.58,26,0.6,15,0.55,31,0.5503875968992248,129
7213,mbPm,83,59,0.58,142,0.63,38,0.68,25,0.52,25,0.55,22,0.61,23,0.6015037593984962,133
7218,mbSS,43,29,0.6,72,0.67,9,0.69,13,0.5,16,0.57,7,0.78,9,0.6296296296296297,54
7227,mbbN,106,88,0.55,194,0.54,41,0.59,32,0.55,29,0.67,36,0.52,29,0.5748502994011976,167
7232,mblM,20,18,0.53,38,1.0,6,0.6,5,0.5,6,0.78,9,0.67,6,0.71875,32
7240,mbmm,43,42,0.51,85,0.51,41,0.5,12,0.67,9,0.57,7,0.6,10,0.5443037974683544,79
7249,mbnm,58,59,0.5,117,0.53,15,0.61,18,0.54,13,0.75,12,0.5,14,0.5833333333333334,72
7264,mlMb,19,9,0.68,28,0.75,4,0.67,9,0.75,8,0.75,4,0.5,8,0.6666666666666666,33
7272,mlNm,18,17,0.51,35,0.5,10,0.71,7,0.5,8,1.0,3,0.56,9,0.5945945945945946,37
7329,mmNn,110,96,0.53,206,0.53,43,0.54,39,0.51,35,0.54,24,0.58,33,0.5402298850574713,174
7344,mmSm,47,37,0.56,84,0.52,23,0.5,22,0.5,6,0.5,2,0.5,6,0.5084745762711864,59
7362,mmmn,69,59,0.54,128,0.54,35,0.59,22,0.62,8,0.67,18,0.5,10,0.5806451612903226,93
7368,mmnb,54,54,0.5,108,0.56,32,0.63,19,0.54,24,0.59,17,0.64,22,0.5877192982456141,114
7371,mmnn,73,60,0.55,133,0.61,33,0.62,32,0.53,17,0.64,11,0.5,28,0.5785123966942148,121
7378,mnBB,45,40,0.53,85,0.65,17,0.65,20,0.5,20,0.67,6,0.55,11,0.5945945945945946,74
7386,mnDN,13,12,0.52,25,0.62,8,0.67,3,1.0,1,0.5,2,1.0,2,0.6875,16
7395,mnHn,47,32,0.59,79,0.65,20,0.6,10,0.58,12,0.87,15,0.53,17,0.6486486486486487,74
7401,mnLb,18,14,0.56,32,0.5,4,0.57,7,0.89,9,0.5,4,0.57,7,0.6451612903225806,31
7404,mnMP,78,60,0.57,138,0.57,35,0.58,31,0.58,19,0.54,26,0.57,28,0.5683453237410072,139
7407,mnMm,77,59,0.57,136,0.6,25,0.6,25,0.5,10,0.5,18,0.53,15,0.5591397849462365,93
7425,mnPm,77,69,0.53,146,0.64,36,0.57,37,0.67,24,0.57,21,0.5,32,0.5866666666666667,150
7426,mnPn,74,66,0.53,140,0.53,34,0.54,39,0.56,34,0.51,39,0.54,39,0.5351351351351351,185
7429,mnSN,54,50,0.52,104,0.57,23,0.5,18,0.5,10,0.54,13,0.58,19,0.5421686746987951,83
7432,mnSm,52,49,0.51,101,0.62,21,0.74,19,0.65,17,0.5,6,0.57,14,0.6363636363636364,77
7437,mnbP,65,56,0.54,121,0.57,28,0.56,25,0.59,22,0.59,27,0.63,30,0.5909090909090909,132
7439,mnbb,85,63,0.57,148,0.62,37,0.67,21,0.79,24,0.79,14,0.5,16,0.6696428571428571,112
7467,mnnn,100,77,0.56,177,0.58,33,0.5,30,0.6,30,0.58,24,0.63,38,0.5806451612903226,155
7507,msSS,76,69,0.52,145,0.64,11,0.65,26,0.7,10,0.5,6,0.71,7,0.65,60
7533,mssP,40,35,0.53,75,0.5,12,0.78,9,0.56,9,0.73,11,0.5,4,0.6222222222222222,45
7535,mssn,40,35,0.53,75,0.5,6,0.6,10,0.7,10,0.71,7,0.85,13,0.6956521739130435,46
7541,nBLB,18,13,0.58,31,0.67,6,0.8,5,0.57,7,0.5,4,0.64,11,0.6363636363636364,33
7550,nBNH,12,10,0.55,22,0.67,3,1.0,4,0.78,9,1.0,1,0.57,7,0.75,24
7564,nBSn,29,28,0.51,57,0.75,12,0.53,15,0.63,19,0.6,10,0.5,28,0.5833333333333334,84
7584,nBmm,55,41,0.57,96,0.52,23,0.67,12,0.64,14,0.56,9,0.5,16,0.5675675675675675,74
7637,nHNs,38,36,0.51,74,0.56,9,0.6,15,0.56,16,0.58,12,0.69,16,0.6029411764705882,68
7659,nHhm,27,18,0.6,45,0.6,5,0.6,5,1.0,2,0.5,2,1.0,3,0.7058823529411765,17
7668,nHnH,25,21,0.54,46,0.56,16,0.5,6,0.75,8,0.5,10,0.56,9,0.5714285714285714,49
7673,nHnm,37,35,0.51,72,0.64,14,0.78,9,0.67,9,0.67,6,0.56,16,0.6481481481481481,54
7691,nIMm,16,8,0.67,24,0.5,6,0.5,4,0.88,8,0.5,4,0.5,2,0.625,24
7693,nINn,16,15,0.52,31,0.5,2,0.62,8,0.71,7,0.5,2,0.55,11,0.6,30
7706,nImM,14,14,0.5,28,0.5,4,0.5,6,0.57,7,1.0,1,0.75,4,0.5909090909090909,22
7711,nIsN,13,10,0.57,23,0.75,4,0.75,4,0.67,3,1.0,2,0.67,3,0.75,16
7719,nLMb,13,11,0.54,24,1.0,2,0.88,8,0.62,13,0.5,16,0.88,8,0.6808510638297872,47
7726,nLPm,25,12,0.68,37,0.65,17,0.58,12,0.77,13,0.67,9,0.7,10,0.6721311475409836,61
7727,nLPs,19,14,0.58,33,0.62,8,0.62,8,0.5,10,0.75,8,0.5,10,0.5909090909090909,44
7765,nMNm,78,72,0.52,150,0.63,35,0.58,26,0.65,17,0.6,30,0.65,26,0.6194029850746269,134
7783,nMbN,88,78,0.53,166,0.67,18,0.54,26,0.56,34,0.51,59,0.62,37,0.5632183908045977,174
7791,nMhl,15,13,0.54,28,0.5,8,0.57,7,0.7,10,0.54,13,0.71,14,0.6153846153846154,52
7797,nMjn,14,7,0.67,21,1.0,3,0.67,9,0.67,6,0.89,9,0.7,20,0.7446808510638298,47
7800,nMmD,11,11,0.5,22,0.62,13,0.5,12,0.8,5,0.5,2,0.5,2,0.5882352941176471,34
7818,nMnm,113,93,0.55,206,0.53,32,0.51,43,0.67,21,0.74,27,0.55,44,0.5808383233532934,167
7822,nMsI,13,11,0.54,24,0.5,2,0.8,5,0.67,3,0.5,2,0.5,2,0.6428571428571429,14
7824,nMsN,59,52,0.53,111,0.5,18,0.67,18,0.54,28,0.67,15,0.74,23,0.6176470588235294,102
7872,nNSm,76,70,0.52,146,0.6,35,0.6,15,0.52,23,0.56,25,0.56,27,0.568,125
7879,nNbb,57,58,0.5,115,0.61,23,0.62,21,0.55,31,0.51,51,0.55,44,0.5529411764705883,170
7902,nNms,49,49,0.5,98,0.56,18,0.54,24,0.65,17,0.5,12,0.65,17,0.5795454545454546,88
7908,nNnb,92,71,0.56,163,0.55,33,0.65,34,0.5,50,0.56,57,0.53,45,0.5525114155251142,219
7910,nNnm,105,100,0.51,205,0.59,41,0.69,45,0.55,31,0.55,42,0.55,40,0.5879396984924623,199
7914,nNsI,18,16,0.53,34,0.6,5,0.75,4,0.5,2,0.5,8,0.67,3,0.5909090909090909,22
7925,nNtB,16,12,0.57,28,0.5,2,0.8,5,1.0,3,0.75,4,0.5,4,0.7222222222222222,18
7928,nNtN,28,19,0.6,47,0.6,5,0.67,3,0.58,12,0.7,10,0.73,11,0.6585365853658537,41
7932,nPBP,78,72,0.52,150,0.52,23,0.5,38,0.58,45,0.63,30,0.57,47,0.5628415300546448,183
7948,nPIP,14,10,0.58,24,1.0,5,0.6,5,0.83,6,0.8,5,0.67,3,0.7916666666666666,24
7956,nPLs,23,18,0.56,41,0.56,9,0.6,5,0.5,10,0.71,7,0.53,15,0.5652173913043478,46
7961,nPMm,104,95,0.52,199,0.62,45,0.59,44,0.56,36,0.55,33,0.61,36,0.5876288659793815,194
7999,nPlm,49,24,0.67,73,0.62,13,0.92,12,0.58,12,0.55,22,0.5,26,0.6,85
8006,nPml,31,22,0.58,53,0.67,12,0.56,9,0.75,4,0.5,6,0.57,21,0.5961538461538461,52
8016,nPsD,14,10,0.58,24,0.64,11,0.5,8,0.5,2,0.67,3,1.0,2,0.6153846153846154,26
8020,nPsm,79,59,0.57,138,0.55,29,0.55,33,0.61,31,0.61,23,0.73,26,0.6056338028169014,142
8025,nSBm,48,31,0.61,79,0.59,17,0.85,13,0.71,14,0.55,11,0.69,13,0.6764705882352942,68
8049,nSPS,57,57,0.5,114,0.58,26,0.52,29,0.62,26,0.67,33,0.52,29,0.5804195804195804,143
8063,nSbN,46,33,0.58,79,0.68,19,0.55,20,0.64,22,0.64,25,0.57,30,0.6120689655172413,116
8089,nSnD,13,10,0.57,23,1.0,1,0.75,4,0.5,4,1.0,2,1.0,1,0.75,12
8097,nSnn,68,66,0.51,134,0.57,21,0.52,27,0.58,26,0.66,35,0.52,40,0.5704697986577181,149
8106,nSss,99,77,0.56,176,0.5,20,0.57,21,0.52,27,0.71,17,0.5,12,0.5567010309278351,97
8113,nbBn,73,67,0.52,140,0.52,23,0.61,33,0.66,29,0.61,31,0.53,30,0.589041095890411,146
8117,nbHn,20,19,0.51,39,0.5,6,0.83,6,0.67,3,0.56,9,0.88,8,0.6875,32
8124,nbLm,21,14,0.6,35,0.67,12,0.71,7,0.71,7,0.7,10,0.62,13,0.673469387755102,49
8130,nbMS,42,40,0.51,82,0.5,12,0.55,11,0.5,14,0.52,21,0.73,15,0.5616438356164384,73
8148,nbPm,67,45,0.6,112,0.6,20,0.59,27,0.54,24,0.75,28,0.52,31,0.6,130
8160,nbbN,78,78,0.5,156,0.59,32,0.7,30,0.61,44,0.54,41,0.53,53,0.585,200
8164,nbbm,66,41,0.62,107,0.67,9,0.58,24,0.5,22,0.5,18,0.59,22,0.5578947368421052,95
8183,nbnn,61,60,0.5,121,0.58,24,0.67,21,0.87,15,0.54,46,0.53,36,0.5985915492957746,142
8184,nbns,35,31,0.53,66,0.6,15,0.56,16,0.54,13,0.65,20,0.87,15,0.6455696202531646,79
8189,nlBM,17,12,0.59,29,0.57,7,0.71,7,0.83,6,0.6,10,0.56,9,0.6410256410256411,39
8217,nlSm,19,13,0.59,32,0.67,6,0.67,3,0.75,4,0.5,10,0.5,8,0.5806451612903226,31
8219,nlbN,25,18,0.58,43,0.64,14,0.58,12,0.5,14,0.5,18,0.56,16,0.5540540540540541,74
8225,nlmb,20,20,0.5,40,0.8,5,0.6,5,0.7,10,0.5,4,0.83,6,0.7,30
8226,nlmm,20,13,0.61,33,0.86,7,0.67,6,0.5,4,0.6,5,1.0,6,0.75,28
8241,nmBm,75,53,0.59,128,0.6,20,0.5,18,0.62,16,0.57,14,0.72,18,0.6046511627906976,86
8258,nmHs,40,30,0.57,70,0.67,6,0.58,19,0.5,10,0.58,12,0.58,12,0.576271186440678,59
8265,nmLb,19,9,0.68,28,0.71,7,0.6,5,1.0,3,0.6,5,0.75,4,0.7083333333333334,24
8266,nmLm,16,9,0.64,25,0.67,6,0.54,13,0.7,10,1.0,2,1.0,6,0.7027027027027027,37
8286,nmPP,98,99,0.5,197,0.59,61,0.51,39,0.5,50,0.51,51,0.59,44,0.5428571428571428,245
8304,nmbm,55,49,0.53,104,0.53,19,0.64,22,0.6,10,0.75,12,0.69,13,0.631578947368421,76
8318,nmnP,81,82,0.5,163,0.53,38,0.52,44,0.58,31,0.52,40,0.51,41,0.5309278350515464,194
8319,nmnl,13,13,0.5,26,0.8,5,0.5,2,0.71,7,0.67,3,0.71,14,0.7096774193548387,31
8322,nmsS,52,44,0.54,96,0.5,12,0.67,15,0.75,4,0.5,8,0.53,15,0.5740740740740741,54
8333,nnHL,13,10,0.57,23,0.67,6,0.8,5,0.5,2,1.0,4,0.6,5,0.7272727272727273,22
8336,nnHb,36,24,0.6,60,0.5,16,0.5,12,0.69,16,0.7,10,0.5,18,0.5694444444444444,72
8341,nnIN,12,12,0.5,24,1.0,3,0.67,3,0.71,7,0.6,5,0.5,4,0.6818181818181818,22
8370,nnSN,61,60,0.5,121,0.54,26,0.53,38,0.5,22,0.53,17,0.56,25,0.53125,128
8377,nnbP,75,64,0.54,139,0.6,35,0.64,22,0.59,29,0.51,43,0.59,59,0.5797872340425532,188
8390,nnmM,67,67,0.5,134,0.56,27,0.5,28,0.59,32,0.62,32,0.52,29,0.5608108108108109,148
8393,nnml,14,11,0.56,25,0.5,2,0.5,8,0.57,7,0.6,5,0.5,8,0.5333333333333333,30
8395,nnmn,86,65,0.57,151,0.61,18,0.69,16,0.59,27,0.52,31,0.58,33,0.584,125
8401,nnnb,66,66,0.5,132,0.62,26,0.59,34,0.68,19,0.58,36,0.52,44,0.5849056603773585,159
8412,nnsm,62,35,0.64,97,0.52,21,0.79,19,0.7,20,0.6,15,0.58,26,0.6336633663366337,101
8433,nsLn,22,17,0.56,39,0.6,5,0.83,6,0.8,5,0.6,10,0.67,12,0.6842105263157895,38
8443,nsNS,63,60,0.51,123,0.83,18,0.54,13,0.57,21,0.67,15,0.5,18,0.6235294117647059,85
8447,nsNs,76,77,0.5,153,0.73,11,0.61,23,0.5,22,0.71,7,0.5,26,0.5730337078651685,89
8454,nsSP,61,61,0.5,122,0.53,19,0.65,20,0.52,21,0.55,22,0.62,29,0.5765765765765766,111
8499,sBBm,33,29,0.53,62,0.8,10,0.73,11,0.5,8,0.75,4,0.6,5,0.6842105263157895,38
8505,sBMS,16,12,0.57,28,0.62,8,0.6,5,0.5,2,0.6,5,0.57,7,0.5925925925925926,27
8520,sBSP,28,21,0.57,49,0.83,6,0.5,14,0.75,12,0.57,7,1.0,7,0.6956521739130435,46
8536,sBmm,41,30,0.58,71,0.7,10,0.56,16,0.73,11,0.5,4,0.6,5,0.6304347826086957,46
8543,sBnm,48,35,0.58,83,0.5,18,0.59,17,0.5,14,0.67,6,0.62,8,0.5555555555555556,63
8561,sHBN,42,34,0.55,76,0.69,13,0.67,9,0.5,8,0.57,7,0.5,10,0.5957446808510638,47
8564,sHBm,37,35,0.51,72,0.67,9,0.56,9,0.62,8,0.6,5,0.57,7,0.6052631578947368,38
8587,sHPb,39,23,0.63,62,0.59,17,0.54,13,0.69,16,0.53,17,0.53,17,0.575,80
8588,sHPm,64,46,0.58,110,0.67,18,0.68,25,0.6,15,0.6,20,0.52,23,0.6138613861386139,101
8591,sHSH,31,27,0.53,58,0.5,2,0.62,13,0.5,4,0.6,5,0.67,3,0.5925925925925926,27
8620,sHmb,51,42,0.55,93,0.67,15,0.56,18,0.67,9,0.67,18,0.5,14,0.6081081081081081,74
8623,sHnH,29,19,0.6,48,0.62,8,0.67,9,0.62,8,0.86,7,0.67,9,0.6829268292682927,41
8624,sHnL,17,16,0.52,33,0.5,4,0.75,4,0.6,5,0.58,12,0.67,9,0.6176470588235294,34
8629,sHnn,49,41,0.54,90,0.54,13,0.64,11,0.57,21,0.56,16,0.56,27,0.5681818181818182,88
8639,sIMm,16,8,0.67,24,1.0,3,1.0,3,0.75,4,0.5,2,1.0,1,0.8461538461538461,13
8652,sLMm,25,14,0.64,39,0.6,5,0.75,4,0.5,2,1.0,4,0.5,4,0.6842105263157895,19
8667,sLSm,17,10,0.63,27,0.5,6,0.88,8,0.5,6,1.0,2,1.0,3,0.72,25
8681,sLsP,13,12,0.52,25,0.5,6,0.5,8,0.55,11,0.6,5,0.88,8,0.6052631578947368,38
8712,sMSm,54,45,0.55,99,0.53,17,0.73,11,0.67,12,0.56,9,0.67,9,0.6206896551724138,58
8721,sMhm,43,37,0.54,80,0.62,24,0.5,14,0.5,6,0.75,4,1.0,8,0.6428571428571429,56
8739,sMnb,45,35,0.56,80,0.73,11,0.5,16,0.67,18,0.57,23,0.65,17,0.611764705882353,85
8778,sNSn,76,48,0.61,124,0.5,18,0.7,20,0.5,18,0.62,13,0.71,14,0.6024096385542169,83
8783,sNbm,33,27,0.55,60,0.56,9,0.56,9,0.71,7,0.55,11,0.67,9,0.6,45
8784,sNbn,34,32,0.52,66,0.64,11,0.6,15,0.6,15,0.67,12,0.53,17,0.6,70
8787,sNhm,19,15,0.56,34,0.6,5,0.5,6,0.75,4,1.0,2,1.0,8,0.76,25
8799,sNmm,51,34,0.6,85,0.65,17,0.5,12,0.67,15,1.0,5,0.6,10,0.6440677966101694,59
8801,sNnB,48,41,0.54,89,0.77,13,0.53,17,0.5,14,0.56,16,0.53,15,0.5733333333333334,75
8803,sNnI,16,9,0.64,25,1.0,1,1.0,1,1.0,1,0.5,2,0.75,4,0.7777777777777778,9
8807,sNnm,57,56,0.5,113,0.59,17,0.52,21,0.56,16,0.64,14,0.68,22,0.6,90
8815,sNsl,14,14,0.5,28,0.5,4,0.5,2,0.67,6,0.5,6,0.5,4,0.5454545454545454,22
8889,sPss,57,48,0.54,105,0.58,12,0.58,12,0.55,22,0.57,14,0.54,13,0.5616438356164384,73
8894,sSBs,30,19,0.61,49,0.57,7,0.7,10,0.53,15,0.6,5,0.5,4,0.5853658536585366,41
8929,sSSm,125,97,0.56,222,0.67,27,0.58,31,0.57,21,0.75,4,0.67,12,0.6210526315789474,95
8933,sSbN,62,46,0.57,108,0.64,11,0.57,14,0.53,17,0.53,17,0.69,13,0.5833333333333334,72
8982,sbBn,42,34,0.55,76,0.5,18,0.7,20,0.5,18,0.53,15,0.6,15,0.5697674418604651,86
8999,sbPP,54,32,0.63,86,0.67,24,0.59,27,0.59,29,0.56,25,0.52,27,0.5833333333333334,132
9020,sbmn,36,31,0.54,67,0.6,10,0.6,5,0.56,9,0.62,13,0.71,17,0.6296296296296297,54
9025,sbnb,34,26,0.57,60,0.5,8,0.5,12,0.6,15,0.57,21,0.54,13,0.5507246376811594,69
9051,slNm,18,18,0.5,36,0.6,5,0.75,4,0.78,9,0.67,6,0.83,6,0.7333333333333333,30
9054,slPP,30,19,0.61,49,0.62,13,0.67,9,0.67,12,0.61,23,0.64,14,0.6338028169014085,71
9062,slSs,14,14,0.5,28,1.0,4,0.67,9,0.67,3,0.67,6,0.5,4,0.6923076923076923,26
9068,slnm,15,6,0.71,21,0.8,5,0.67,3,0.6,5,0.5,6,0.6,5,0.625,24
9090,smJn,12,10,0.55,22,1.0,2,1.0,2,0.5,2,1.0,2,0.75,4,0.8333333333333334,12
9113,smPn,54,46,0.54,100,0.71,21,0.78,18,0.54,13,0.59,17,0.67,15,0.6666666666666666,84
9158,snBn,39,35,0.53,74,0.5,14,0.64,14,0.67,15,0.75,12,0.6,15,0.6285714285714286,70
9162,snLn,19,11,0.63,30,0.75,8,0.5,10,0.5,4,0.67,9,0.57,7,0.6052631578947368,38
9193,snbm,34,29,0.54,63,0.88,8,0.67,9,0.56,9,0.7,10,0.5,6,0.6666666666666666,42
9198,snlm,12,10,0.55,22,1.0,3,1.0,3,1.0,4,0.75,4,1.0,2,0.9375,16
9212,snnl,11,11,0.5,22,1.0,4,0.5,2,0.67,6,0.6,5,0.6,5,0.6818181818181818,22
9246,ssNm,65,45,0.59,110,0.62,16,0.73,11,0.5,12,0.5,4,0.5,12,0.5818181818181818,55
9269,sslB,17,11,0.61,28,0.75,4,0.5,4,0.75,8,0.62,8,0.5,8,0.625,32
9299,tSSS,12,10,0.55,22,1.0,2,0.67,3,0.67,6,1.0,3,0.5,2,0.75,16
