,Name,up,down,train_per,train_occ,2018_per,2018_occ,2019_per,2019_occ,2020_per,2020_occ,2021_per,2021_occ,2022_per,2022_occ,test_per,test_occ
1850,nbB,490,494,0.5,984,0.52,167,0.53,233,0.55,255,0.54,228,0.52,228,0.5346534653465347,1111
1857,nbb,600,540,0.53,1140,0.52,218,0.54,211,0.55,289,0.5,362,0.53,321,0.5267665952890792,1401
1859,nbm,550,443,0.55,993,0.56,199,0.57,185,0.6,178,0.61,213,0.56,252,0.5803310613437196,1027
1860,nbn,631,546,0.54,1177,0.55,210,0.52,248,0.56,256,0.55,379,0.54,360,0.5457673778389539,1453
1862,nhL,13,11,0.54,24,1.0,3,0.75,4,0.62,8,0.73,11,0.5,4,0.7,30
1871,nlP,183,170,0.52,353,0.56,90,0.57,94,0.52,164,0.5,200,0.52,198,0.5254691689008043,746
1874,nlm,181,150,0.55,331,0.53,55,0.61,74,0.62,69,0.66,76,0.52,100,0.5855614973262032,374
1884,nmm,689,581,0.54,1270,0.56,292,0.5,235,0.57,151,0.53,125,0.59,185,0.5495951417004049,988
1885,nmn,737,658,0.53,1395,0.57,273,0.51,244,0.56,211,0.57,253,0.5,298,0.5410476935105551,1279
1889,nnL,204,204,0.5,408,0.5,78,0.62,79,0.52,123,0.51,127,0.52,121,0.5303030303030303,528
1892,nnb,555,557,0.5,1112,0.53,208,0.53,231,0.54,260,0.54,373,0.55,397,0.5398230088495575,1469
1894,nnm,679,592,0.53,1271,0.59,254,0.58,263,0.57,219,0.6,243,0.54,279,0.575516693163752,1258
1896,nns,604,530,0.53,1134,0.5,214,0.52,215,0.51,223,0.56,243,0.52,255,0.5217391304347826,1150
1904,nsm,606,496,0.55,1102,0.54,204,0.6,172,0.53,161,0.6,142,0.51,162,0.5564803804994055,841
1905,nsn,510,506,0.5,1016,0.56,213,0.51,189,0.55,187,0.54,225,0.51,205,0.5318940137389597,1019
1922,sDb,75,74,0.5,149,0.52,44,0.63,35,0.61,23,0.69,16,0.53,19,0.583941605839416,137
1930,sHP,467,476,0.5,943,0.51,171,0.55,192,0.57,206,0.53,196,0.54,223,0.5425101214574899,988
1932,sHb,309,309,0.5,618,0.52,126,0.51,104,0.52,130,0.53,170,0.5,134,0.516566265060241,664
1934,sHm,564,454,0.55,1018,0.52,160,0.61,161,0.54,134,0.54,129,0.6,114,0.5630372492836676,698
1950,sLh,56,51,0.52,107,0.53,15,0.5,22,0.5,34,0.56,39,0.58,26,0.5367647058823529,136
1963,sND,111,96,0.54,207,0.54,48,0.65,37,0.56,16,0.5,8,0.5,14,0.5691056910569106,123
1966,sNb,354,318,0.53,672,0.51,104,0.5,119,0.56,150,0.59,174,0.5,139,0.5379008746355685,686
1968,sNm,572,457,0.56,1029,0.53,180,0.56,171,0.52,162,0.5,111,0.52,135,0.5296442687747036,759
1970,sNs,610,549,0.53,1159,0.56,158,0.51,165,0.5,205,0.55,128,0.51,120,0.5231958762886598,776
1973,sPI,88,71,0.55,159,0.64,14,0.54,26,0.56,25,0.56,16,0.57,14,0.5684210526315789,95
1995,sbP,415,339,0.55,754,0.53,150,0.51,164,0.56,219,0.51,209,0.52,183,0.5286486486486487,925
1997,sbb,419,325,0.56,744,0.55,112,0.57,137,0.58,190,0.57,191,0.51,142,0.5595854922279793,772
1999,sbm,364,349,0.51,713,0.58,119,0.6,115,0.62,113,0.58,118,0.56,117,0.5893470790378007,582
2006,shl,16,12,0.57,28,0.5,4,0.67,6,0.5,2,0.67,3,0.75,4,0.631578947368421,19
2017,slb,144,105,0.58,249,0.58,52,0.5,46,0.51,67,0.51,92,0.51,73,0.5181818181818182,330
2020,sln,147,125,0.54,272,0.54,35,0.55,40,0.54,78,0.59,83,0.6,62,0.5671140939597316,298
2030,smm,595,464,0.56,1059,0.54,198,0.58,197,0.6,131,0.54,80,0.57,106,0.5646067415730337,712
2032,sms,373,343,0.52,716,0.5,114,0.52,96,0.62,101,0.6,68,0.57,58,0.5583524027459954,437
2033,snI,78,76,0.51,154,0.56,25,0.59,27,0.57,37,0.5,14,0.55,11,0.5614035087719298,114
2036,snb,336,340,0.5,676,0.63,102,0.55,103,0.57,125,0.51,168,0.5,135,0.5466034755134281,633
2039,snn,483,438,0.52,921,0.51,169,0.53,158,0.56,155,0.54,178,0.53,186,0.533096926713948,846
2040,sns,412,393,0.51,805,0.52,122,0.59,110,0.58,114,0.5,107,0.5,125,0.5363321799307958,578
2043,ssI,100,98,0.51,198,0.54,13,0.55,31,0.67,24,0.6,20,0.67,6,0.5957446808510638,94
2048,ssm,608,547,0.53,1155,0.5,146,0.61,140,0.56,151,0.68,84,0.5,105,0.5638977635782748,626
2049,ssn,483,458,0.51,941,0.55,151,0.53,130,0.58,149,0.55,110,0.55,120,0.553030303030303,660
2051,stP,12,12,0.5,24,0.5,2,0.5,4,1.0,2,1.0,1,1.0,2,0.7272727272727273,11
2061,tLb,23,12,0.66,35,0.6,10,0.67,6,0.59,17,0.62,13,0.54,13,0.5932203389830508,59
2067,tMs,49,36,0.58,85,0.83,6,0.5,20,0.59,17,0.69,16,0.55,11,0.6,70
2085,tbS,42,32,0.57,74,0.5,8,0.54,13,0.73,11,0.57,14,0.75,8,0.6111111111111112,54
2092,tlm,27,12,0.69,39,0.5,2,0.5,12,0.75,4,0.78,9,0.62,13,0.625,40
2094,tls,17,12,0.59,29,1.0,3,0.5,6,0.5,2,0.8,5,0.5,6,0.6363636363636364,22
2097,tmH,59,50,0.54,109,0.5,12,0.5,26,0.53,15,0.6,10,0.62,16,0.5443037974683544,79
2119,tts,15,10,0.6,25,1.0,1,0.67,3,0.75,4,0.5,2,0.5,4,0.6428571428571429,14
